sysDescr,['Linux gerencia-VirtualBox 4.15.0-54-generic #58-Ubuntu SMP Mon Jun 24 10:55:24 UTC 2019 x86_64']
hrSWInstalledName,['libvorbis0a-1.3.5-4.2']
hrSWInstalledName,['libvorbisenc2-1.3.5-4.2']
hrSWInstalledName,['libvorbisfile3-1.3.5-4.2']
hrSWInstalledName,['libvpx5-1.7.0-3']
hrSWInstalledName,['libvte-2.91-0-0.52.2-1ubuntu1~18.04.2']
hrSWInstalledName,['libvte-2.91-common-0.52.2-1ubuntu1~18.04.2']
hrSWInstalledName,['libwacom-bin-0.29-1']
hrSWInstalledName,['libwacom-common-0.29-1']
hrSWInstalledName,['libwacom2-0.29-1']
hrSWInstalledName,['libwavpack1-5.1.0-2ubuntu1.3']
hrSWInstalledName,['libwayland-client0-1.16.0-1ubuntu1.1~18.04.1']
hrSWInstalledName,['libwayland-cursor0-1.16.0-1ubuntu1.1~18.04.1']
hrSWInstalledName,['libwayland-egl1-1.16.0-1ubuntu1.1~18.04.1']
hrSWInstalledName,['libwayland-egl1-mesa-19.0.2-1ubuntu1.1~18.04.1']
hrSWInstalledName,['libwayland-server0-1.16.0-1ubuntu1.1~18.04.1']
hrSWInstalledName,['libwbclient0-2:4.7.6+dfsg~ubuntu-0ubuntu2.11']
hrSWInstalledName,['libwebkit2gtk-4.0-37-2.24.2-0ubuntu0.18.04.1']
hrSWInstalledName,['libwebkitgtk-3.0-0-2.4.11-3ubuntu3']
hrSWInstalledName,['libwebp6-0.6.1-2']
hrSWInstalledName,['libwebpdemux2-0.6.1-2']
hrSWInstalledName,['libwebpmux3-0.6.1-2']
hrSWInstalledName,['libwebrtc-audio-processing1-0.3-1']
hrSWInstalledName,['libwebsocket-api-java-1.1-1~18.04']
hrSWInstalledName,['libwind0-heimdal-7.5.0+dfsg-1']
hrSWInstalledName,['libwireshark-data-2.6.10-1~ubuntu18.04.0']
hrSWInstalledName,['libwireshark11-2.6.10-1~ubuntu18.04.0']
hrSWInstalledName,['libwiretap8-2.6.10-1~ubuntu18.04.0']
hrSWInstalledName,['libwmf0.2-7-0.2.8.4-12']
hrSWInstalledName,['libwmf0.2-7-gtk-0.2.8.4-12']
hrSWInstalledName,['libwnck-3-0-3.24.1-2']
hrSWInstalledName,['libwnck-3-common-3.24.1-2']
hrSWInstalledName,['libwnck-common-1:2.30.7-5.1ubuntu1']
hrSWInstalledName,['libwnck22-1:2.30.7-5.1ubuntu1']
hrSWInstalledName,['libwoff1-1.0.2-1build0.1']
hrSWInstalledName,['libwpd-0.10-10-0.10.2-2']
hrSWInstalledName,['libwpg-0.3-3-0.3.1-3']
hrSWInstalledName,['libwps-0.4-4-0.4.8-1']
hrSWInstalledName,['libwrap0-7.6.q-27']
hrSWInstalledName,['libwrap0-dev-7.6.q-27']
hrSWInstalledName,['libwscodecs2-2.6.10-1~ubuntu18.04.0']
hrSWInstalledName,['libwsutil9-2.6.10-1~ubuntu18.04.0']
hrSWInstalledName,['libwww-perl-6.31-1ubuntu0.1']
hrSWInstalledName,['libwww-robotrules-perl-6.01-1']
hrSWInstalledName,['libx11-6-2:1.6.4-3ubuntu0.2']
hrSWInstalledName,['libx11-data-2:1.6.4-3ubuntu0.2']
hrSWInstalledName,['libx11-protocol-perl-0.56-7']
hrSWInstalledName,['libx11-xcb1-2:1.6.4-3ubuntu0.2']
hrSWInstalledName,['libx264-152-2:0.152.2854+gite9a5903-2']
hrSWInstalledName,['libx265-146-2.6-3']
hrSWInstalledName,['libxapian30-1.4.5-1ubuntu0.1']
hrSWInstalledName,['libxapp1-1.4.8+tina']
hrSWInstalledName,['libxatracker2-19.0.2-1ubuntu1.1~18.04.1']
hrSWInstalledName,['libxau6-1:1.0.8-1']
hrSWInstalledName,['libxaw7-2:1.0.13-1']
hrSWInstalledName,['libxcb-dri2-0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-dri3-0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-glx0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-icccm4-0.4.1-1ubuntu1']
hrSWInstalledName,['libxcb-image0-0.4.0-1build1']
hrSWInstalledName,['libxcb-keysyms1-0.4.0-1']
hrSWInstalledName,['libxcb-present0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-randr0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-render-util0-0.3.9-1']
hrSWInstalledName,['libxcb-render0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-shape0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-shm0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-sync1-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-util1-0.4.0-0ubuntu3']
hrSWInstalledName,['libxcb-xfixes0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-xinerama0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-xkb1-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb-xv0-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcb1-1.13-2~ubuntu18.04']
hrSWInstalledName,['libxcomposite1-1:0.4.4-2']
hrSWInstalledName,['libxcursor1-1:1.1.15-1']
hrSWInstalledName,['libxdamage1-1:1.1.4-3']
hrSWInstalledName,['libxdmcp6-1:1.1.2-3']
hrSWInstalledName,['libxext6-2:1.3.3-1']
hrSWInstalledName,['libxfce4panel-2.0-4-4.12.2-1ubuntu1mint2']
hrSWInstalledName,['libxfce4ui-1-0-4.13.4-1ubuntu1']
hrSWInstalledName,['libxfce4ui-2-0-4.13.4-1ubuntu1']
hrSWInstalledName,['libxfce4ui-common-4.13.4-1ubuntu1']
hrSWInstalledName,['libxfce4util-bin-4.12.1-3']
hrSWInstalledName,['libxfce4util-common-4.12.1-3']
hrSWInstalledName,['libxfce4util7-4.12.1-3']
hrSWInstalledName,['libxfcegui4-4-4.10.0-4']
hrSWInstalledName,['libxfconf-0-2-4.12.1-1']
hrSWInstalledName,['libxfixes3-1:5.0.3-1']
hrSWInstalledName,['libxfont2-1:2.0.3-1']
hrSWInstalledName,['libxft2-2.3.2-1']
hrSWInstalledName,['libxi6-2:1.7.9-1']
hrSWInstalledName,['libxinerama1-2:1.1.3-1']
hrSWInstalledName,['libxkbcommon-x11-0-0.8.0-1ubuntu0.1']
hrSWInstalledName,['libxkbcommon0-0.8.0-1ubuntu0.1']
hrSWInstalledName,['libxkbfile1-1:1.0.9-2']
hrSWInstalledName,['libxklavier16-5.4-3']
hrSWInstalledName,['libxml-namespacesupport-perl-1.12-1']
hrSWInstalledName,['libxml-parser-perl-2.44-2build3']
hrSWInstalledName,['libxml-sax-base-perl-1.09-1']
hrSWInstalledName,['libxml-sax-expat-perl-0.40-2']
hrSWInstalledName,['libxml-sax-perl-0.99+dfsg-2ubuntu1']
hrSWInstalledName,['libxml-simple-perl-2.24-1']
hrSWInstalledName,['libxml-twig-perl-1:3.50-1']
hrSWInstalledName,['libxml-xpathengine-perl-0.14-1']
hrSWInstalledName,['libxml2-2.9.4+dfsg1-6.1ubuntu1.2']
hrSWInstalledName,['libxmlsec1-1.2.25-1build1']
hrSWInstalledName,['libxmlsec1-nss-1.2.25-1build1']
hrSWInstalledName,['libxmu6-2:1.1.2-2']
hrSWInstalledName,['libxmuu1-2:1.1.2-2']
hrSWInstalledName,['libxplayer-plparser18-1.0.2+tara']
hrSWInstalledName,['libxplayer0-2.2.2+tina']
hrSWInstalledName,['libxpm4-1:3.5.12-1']
hrSWInstalledName,['libxrandr2-2:1.5.1-1']
hrSWInstalledName,['libxreaderdocument3-2.2.3+tina']
hrSWInstalledName,['libxreaderview3-2.2.3+tina']
hrSWInstalledName,['libxrender1-1:0.9.10-1']
hrSWInstalledName,['libxres1-2:1.2.0-2']
hrSWInstalledName,['libxshmfence1-1.3-1']
hrSWInstalledName,['libxslt1.1-1.1.29-5ubuntu0.1']
hrSWInstalledName,['libxss1-1:1.2.2-1']
hrSWInstalledName,['libxt6-1:1.1.5-1']
hrSWInstalledName,['libxtables12-1.6.1-2ubuntu2']
hrSWInstalledName,['libxtst6-2:1.2.3-1']
hrSWInstalledName,['libxv1-2:1.0.11-1']
hrSWInstalledName,['libxvidcore4-2:1.3.5-1']
hrSWInstalledName,['libxvmc1-2:1.0.10-1']
hrSWInstalledName,['libxxf86dga1-2:1.1.4-1']
hrSWInstalledName,['libxxf86vm1-1:1.1.4-1']
hrSWInstalledName,['libyajl2-2.1.0-2build1']
hrSWInstalledName,['libyaml-0-2-0.1.7-2ubuntu3']
hrSWInstalledName,['libyaml-libyaml-perl-0.69+repack-1']
hrSWInstalledName,['libyaml-tiny-perl-1.70-1']
hrSWInstalledName,['libyelp0-3.26.0-1ubuntu2mint1']
hrSWInstalledName,['libzeitgeist-2.0-0-1.0-0.1ubuntu1']
hrSWInstalledName,['libzip4-1.1.2-1.1']
hrSWInstalledName,['libzstd1-1.3.3+dfsg-2ubuntu1']
hrSWInstalledName,['libzvbi-common-0.2.35-13']
hrSWInstalledName,['libzvbi0-0.2.35-13']
hrSWInstalledName,['light-locker-1.8.0-1ubuntu1']
hrSWInstalledName,['light-locker-settings-1.5.0-0ubuntu2']
hrSWInstalledName,['lightdm-1.26.0-0ubuntu1']
hrSWInstalledName,['lightdm-settings-1.2.8']
hrSWInstalledName,['lintian-2.5.81ubuntu1']
hrSWInstalledName,['linux-base-4.5ubuntu1']
hrSWInstalledName,['linux-firmware-1.173.8']
hrSWInstalledName,['linux-headers-4.15.0-54-4.15.0-54.58']
hrSWInstalledName,['linux-headers-4.15.0-54-generic-4.15.0-54.58']
hrSWInstalledName,['linux-image-4.15.0-54-generic-4.15.0-54.58']
hrSWInstalledName,['linux-kernel-generic-4.15.0-54']
hrSWInstalledName,['linux-libc-dev-4.15.0-54.58']
hrSWInstalledName,['linux-modules-4.15.0-54-generic-4.15.0-54.58']
hrSWInstalledName,['linux-modules-extra-4.15.0-54-generic-4.15.0-54.58']
hrSWInstalledName,['linux-sound-base-1.0.25+dfsg-0ubuntu5']
hrSWInstalledName,['linuxmint-keyring-2016.05.26']
hrSWInstalledName,['lm-sensors-1:3.4.0-4']
hrSWInstalledName,['localechooser-data-2.71ubuntu3']
hrSWInstalledName,['locales-2.27-3ubuntu1']
hrSWInstalledName,['login-1:4.5-1ubuntu2']
hrSWInstalledName,['logrotate-3.11.0-0.1ubuntu1']
hrSWInstalledName,['lp-solve-5.5.0.15-4build1']
hrSWInstalledName,['lsb-base-9.20170808ubuntu1']
hrSWInstalledName,['lsb-release-9.20170808ubuntu1']
hrSWInstalledName,['lshw-02.18-0.1ubuntu6.18.04.1']
hrSWInstalledName,['lsof-4.89+dfsg-0.1']
hrSWInstalledName,['ltrace-0.7.3-6ubuntu1']
hrSWInstalledName,['lupin-casper-0.57build1']
hrSWInstalledName,['lvm2-2.02.176-4.1ubuntu3']
hrSWInstalledName,['m4-1.4.18-1']
hrSWInstalledName,['make-4.1-9.1ubuntu1']
hrSWInstalledName,['makedev-2.3.1-93ubuntu2']
hrSWInstalledName,['man-db-2.8.3-2ubuntu0.1']
hrSWInstalledName,['manpages-4.15-1']
hrSWInstalledName,['manpages-dev-4.15-1']
hrSWInstalledName,['mawk-1.3.3-17ubuntu3']
hrSWInstalledName,['media-player-info-23-1']
hrSWInstalledName,['memtest86+-5.01-3ubuntu2']
hrSWInstalledName,['menulibre-2.2.0-1']
hrSWInstalledName,['mesa-utils-8.4.0-1']
hrSWInstalledName,['mesa-va-drivers-19.0.2-1ubuntu1.1~18.04.1']
hrSWInstalledName,['metacity-1:3.28.0-1ubuntu0.1']
hrSWInstalledName,['metacity-common-1:3.28.0-1ubuntu0.1']
hrSWInstalledName,['mime-support-3.60ubuntu1']
hrSWInstalledName,['mint-artwork-1.2.6']
hrSWInstalledName,['mint-backgrounds-tara-1.1']
hrSWInstalledName,['mint-backgrounds-tessa-1.1']
hrSWInstalledName,['mint-backgrounds-tina-1.2']
hrSWInstalledName,['mint-common-2.0.2']
hrSWInstalledName,['mint-info-xfce-2019.07.03']
hrSWInstalledName,['mint-meta-core-2019.07.03']
hrSWInstalledName,['mint-meta-xfce-2019.07.03']
hrSWInstalledName,['mint-mirrors-1.1.9']
hrSWInstalledName,['mint-themes-1.8.1']
hrSWInstalledName,['mint-translations-2019.07.28']
hrSWInstalledName,['mint-upgrade-info-1.1.2']
hrSWInstalledName,['mint-x-icons-1.5.2']
hrSWInstalledName,['mint-y-icons-1.3.4']
hrSWInstalledName,['mintbackup-2.3.7']
hrSWInstalledName,['mintdesktop-3.6.6']
hrSWInstalledName,['mintdrivers-1.4.3']
hrSWInstalledName,['mintinstall-7.9.9']
hrSWInstalledName,['mintlocale-1.5.2']
hrSWInstalledName,['mintreport-1.0.8']
hrSWInstalledName,['mintsources-1.8.7']
hrSWInstalledName,['mintstick-1.4.0']
hrSWInstalledName,['mintsystem-8.4.4']
hrSWInstalledName,['mintupdate-5.5.2']
hrSWInstalledName,['mintwelcome-2.3.8']
hrSWInstalledName,['mlocate-0.26-2ubuntu3.1']
hrSWInstalledName,['mobile-broadband-provider-info-20170903-1']
hrSWInstalledName,['modemmanager-1.10.0-1~ubuntu18.04.2']
hrSWInstalledName,['mono-4.0-gac-4.6.2.7+dfsg-1ubuntu1']
hrSWInstalledName,['mono-gac-4.6.2.7+dfsg-1ubuntu1']
hrSWInstalledName,['mono-runtime-4.6.2.7+dfsg-1ubuntu1']
hrSWInstalledName,['mono-runtime-common-4.6.2.7+dfsg-1ubuntu1']
hrSWInstalledName,['mono-runtime-sgen-4.6.2.7+dfsg-1ubuntu1']
hrSWInstalledName,['mount-2.31.1-0.4ubuntu3.3']
hrSWInstalledName,['mousetweaks-3.12.0-4']
hrSWInstalledName,['mscompress-0.4-3build1']
hrSWInstalledName,['mtools-4.0.18-2ubuntu1']
hrSWInstalledName,['mtr-tiny-0.92-1']
hrSWInstalledName,['mugshot-0.4.0-1']
hrSWInstalledName,['multiarch-support-2.27-3ubuntu1']
hrSWInstalledName,['mythes-de-20160424-3']
hrSWInstalledName,['mythes-de-ch-20160424-3']
hrSWInstalledName,['mythes-en-au-2.1-5.4']
hrSWInstalledName,['mythes-en-us-1:6.0.3-3']
hrSWInstalledName,['mythes-fr-1:6.0.3-3']
hrSWInstalledName,['mythes-it-1:6.0.3-3']
hrSWInstalledName,['mythes-pt-pt-1:6.0.3-3']
hrSWInstalledName,['mythes-ru-1:6.0.3-3']
hrSWInstalledName,['nano-2.9.3-2']
hrSWInstalledName,['nautilus-data-1:3.26.4-0~ubuntu18.04.4']
hrSWInstalledName,['ncurses-base-6.1-1ubuntu1.18.04']
hrSWInstalledName,['ncurses-bin-6.1-1ubuntu1.18.04']
hrSWInstalledName,['net-tools-1.60+git20161116.90da8a0-1ubuntu1']
hrSWInstalledName,['netbase-5.4']
hrSWInstalledName,['netcat-openbsd-1.187-1ubuntu0.1']
hrSWInstalledName,['netplan.io-0.97-0ubuntu1~18.04.1']
hrSWInstalledName,['network-manager-1.10.6-2ubuntu1.1']
hrSWInstalledName,['network-manager-config-connectivity-ubuntu-1.10.6-2ubuntu1.1']
hrSWInstalledName,['network-manager-gnome-1.8.10-2ubuntu1mint1']
hrSWInstalledName,['network-manager-openvpn-1.8.2-1']
hrSWInstalledName,['network-manager-openvpn-gnome-1.8.2-1']
hrSWInstalledName,['network-manager-pptp-1.2.6-1']
hrSWInstalledName,['network-manager-pptp-gnome-1.2.6-1']
hrSWInstalledName,['networkd-dispatcher-1.7-0ubuntu3.3']
hrSWInstalledName,['nplan-0.97-0ubuntu1~18.04.1']
hrSWInstalledName,['ntfs-3g-1:2017.3.23-2ubuntu0.18.04.2']
hrSWInstalledName,['ntp-1:4.2.8p10+dfsg-5ubuntu7.1']
hrSWInstalledName,['ntpdate-1:4.2.8p10+dfsg-5ubuntu7.1']
hrSWInstalledName,['nvidia-prime-applet-1.0.7']
hrSWInstalledName,['obex-data-server-0.4.6-1']
hrSWInstalledName,['onboard-1.4.1-2ubuntu1mint2']
hrSWInstalledName,['onboard-common-1.4.1-2ubuntu1mint2']
hrSWInstalledName,['openjdk-11-jre-11.0.3+7-1ubuntu2~18.04.1']
hrSWInstalledName,['openjdk-11-jre-headless-11.0.3+7-1ubuntu2~18.04.1']
hrSWInstalledName,['openprinting-ppds-20180306-1']
hrSWInstalledName,['openssh-client-1:7.6p1-4ubuntu0.3']
hrSWInstalledName,['openssl-1.1.1-1ubuntu2.1~18.04.3']
hrSWInstalledName,['openvpn-2.4.4-2ubuntu1.3']
hrSWInstalledName,['orca-3.28.0-3ubuntu1']
hrSWInstalledName,['os-prober-1.74ubuntu1']
hrSWInstalledName,['p11-kit-0.23.9-2']
hrSWInstalledName,['p11-kit-modules-0.23.9-2']
hrSWInstalledName,['p7zip-16.02+dfsg-6']
hrSWInstalledName,['p7zip-full-16.02+dfsg-6']
hrSWInstalledName,['packagekit-1.1.9-1ubuntu2.18.04.5']
hrSWInstalledName,['packagekit-tools-1.1.9-1ubuntu2.18.04.5']
hrSWInstalledName,['parted-3.2-20ubuntu0.2']
hrSWInstalledName,['passwd-1:4.5-1ubuntu2']
hrSWInstalledName,['patch-2.7.6-2ubuntu1']
hrSWInstalledName,['patchutils-0.3.4-2']
hrSWInstalledName,['pavucontrol-3.0-4']
hrSWInstalledName,['pciutils-1:3.5.2-1ubuntu1.1']
hrSWInstalledName,['pcmciautils-018-8build1']
hrSWInstalledName,['perl-5.26.1-6ubuntu0.3']
hrSWInstalledName,['perl-base-5.26.1-6ubuntu0.3']
hrSWInstalledName,['perl-modules-5.26-5.26.1-6ubuntu0.3']
hrSWInstalledName,['perl-openssl-defaults-3build1']
hrSWInstalledName,['perl-tk-1:804.033-2build1']
hrSWInstalledName,['pinentry-curses-1.1.0-1']
hrSWInstalledName,['pinentry-gnome3-1.1.0-1']
hrSWInstalledName,['pix-2.2.1+tina']
hrSWInstalledName,['pix-data-2.2.1+tina']
hrSWInstalledName,['pix-dbg-2.2.1+tina']
hrSWInstalledName,['pkg-config-0.29.1-0ubuntu2']
hrSWInstalledName,['plymouth-0.9.3+mint2']
hrSWInstalledName,['plymouth-label-0.9.3+mint2']
hrSWInstalledName,['plymouth-theme-ubuntu-text-0.9.3+mint2']
hrSWInstalledName,['pm-utils-1.4.1-17']
hrSWInstalledName,['policykit-1-0.105-20ubuntu0.18.04.5']
hrSWInstalledName,['policykit-1-gnome-0.105-6ubuntu2']
hrSWInstalledName,['policykit-desktop-privileges-0.20ubuntu18.04.1']
hrSWInstalledName,['poppler-data-0.4.8-2']
hrSWInstalledName,['poppler-utils-0.62.0-2ubuntu2.9']
hrSWInstalledName,['powermgmt-base-1.33']
hrSWInstalledName,['ppp-2.4.7-2+2ubuntu1.1']
hrSWInstalledName,['pppconfig-2.3.23']
hrSWInstalledName,['pppoeconf-1.21ubuntu1']
hrSWInstalledName,['pptp-linux-1.9.0+ds-2']
hrSWInstalledName,['printer-driver-brlaser-4-1']
hrSWInstalledName,['printer-driver-c2esp-27-4']
hrSWInstalledName,['printer-driver-foo2zjs-20170320dfsg0-4']
hrSWInstalledName,['printer-driver-foo2zjs-common-20170320dfsg0-4']
hrSWInstalledName,['printer-driver-gutenprint-5.2.13-2']
hrSWInstalledName,['printer-driver-hpcups-3.17.10+repack0-5']
hrSWInstalledName,['printer-driver-m2300w-0.51-13']
hrSWInstalledName,['printer-driver-min12xxw-0.0.9-10']
hrSWInstalledName,['printer-driver-pnm2ppa-1.13+nondbs-0ubuntu6']
hrSWInstalledName,['printer-driver-postscript-hp-3.17.10+repack0-5']
hrSWInstalledName,['printer-driver-ptouch-1.4.2-3']
hrSWInstalledName,['printer-driver-pxljr-1.4+repack0-5']
hrSWInstalledName,['printer-driver-sag-gdi-0.1-5']
hrSWInstalledName,['printer-driver-splix-2.0.0+svn315-6fakesync1']
hrSWInstalledName,['procps-2:3.3.12-3ubuntu1.1']
hrSWInstalledName,['psmisc-23.1-1ubuntu0.1']
hrSWInstalledName,['publicsuffix-20180223.1310-1']
hrSWInstalledName,['pulseaudio-1:11.1-1ubuntu7.2']
hrSWInstalledName,['pulseaudio-module-bluetooth-1:11.1-1ubuntu7.2']
hrSWInstalledName,['pulseaudio-utils-1:11.1-1ubuntu7.2']
hrSWInstalledName,['python-2.7.15~rc1-1']
hrSWInstalledName,['python-apt-common-1.6.4']
hrSWInstalledName,['python-cairo-1.16.2-1']
hrSWInstalledName,['python-compizconfig-1:0.9.13.1+18.04.20180302-0ubuntu1']
hrSWInstalledName,['python-crypto-2.6.1-8ubuntu2']
hrSWInstalledName,['python-dbus-1.2.6-1']
hrSWInstalledName,['python-dev-2.7.15~rc1-1']
hrSWInstalledName,['python-gi-3.26.1-2ubuntu1']
hrSWInstalledName,['python-glade2-2.24.0-5.1ubuntu2']
hrSWInstalledName,['python-gobject-2-2.28.6-12ubuntu3']
hrSWInstalledName,['python-gtk2-2.24.0-5.1ubuntu2']
hrSWInstalledName,['python-ldb-2:1.2.3-1ubuntu0.1']
hrSWInstalledName,['python-minimal-2.7.15~rc1-1']
hrSWInstalledName,['python-parted-3.11.1-1ubuntu2']
hrSWInstalledName,['python-pip-9.0.1-2.3~ubuntu1.18.04.5']
hrSWInstalledName,['python-pip-whl-9.0.1-2.3~ubuntu1.18.04.5']
hrSWInstalledName,['python-pkg-resources-39.0.1-2']
hrSWInstalledName,['python-psutil-5.4.2-1']
hrSWInstalledName,['python-samba-2:4.7.6+dfsg~ubuntu-0ubuntu2.11']
hrSWInstalledName,['python-setproctitle-1.1.10-1build2']
hrSWInstalledName,['python-setuptools-39.0.1-2']
hrSWInstalledName,['python-talloc-2.1.10-2ubuntu1']
hrSWInstalledName,['python-tdb-1.3.15-2']
hrSWInstalledName,['python-xdg-0.25-4ubuntu1']
hrSWInstalledName,['python2.7-2.7.17-1~18.04ubuntu1.6']
hrSWInstalledName,['python2.7-dev-2.7.17-1~18.04ubuntu1.6']
hrSWInstalledName,['python2.7-minimal-2.7.17-1~18.04ubuntu1.6']
hrSWInstalledName,['python3-3.6.7-1~18.04']
hrSWInstalledName,['python3-apport-2.20.9-0ubuntu7.6']
hrSWInstalledName,['python3-apt-1.6.4']
hrSWInstalledName,['python3-aptdaemon-1.1.1+bzr982-0ubuntu19']
hrSWInstalledName,['python3-aptdaemon.gtk3widgets-1.1.1+bzr982-0ubuntu19']
hrSWInstalledName,['python3-brlapi-5.5-4ubuntu2.0.1']
hrSWInstalledName,['python3-bs4-4.6.0-1']
hrSWInstalledName,['python3-cairo-1.16.2-1']
hrSWInstalledName,['python3-certifi-2018.1.18-2']
hrSWInstalledName,['python3-chardet-3.0.4-1']
hrSWInstalledName,['python3-commandnotfound-18.04.5']
hrSWInstalledName,['python3-configobj-5.0.6-2']
hrSWInstalledName,['python3-crypto-2.6.1-8ubuntu2']
hrSWInstalledName,['python3-cups-1.9.73-2']
hrSWInstalledName,['python3-cupshelpers-1.5.11-1ubuntu2']
hrSWInstalledName,['python3-dbus-1.2.6-1']
hrSWInstalledName,['python3-debian-0.1.32']
hrSWInstalledName,['python3-defer-1.0.6-2build1']
hrSWInstalledName,['python3-dev-3.6.7-1~18.04']
hrSWInstalledName,['python3-distutils-3.6.9-1~18.04']
hrSWInstalledName,['python3-gdbm-3.6.8-1~18.04']
hrSWInstalledName,['python3-gi-3.26.1-2ubuntu1']
hrSWInstalledName,['python3-gi-cairo-3.26.1-2ubuntu1']
hrSWInstalledName,['python3-httplib2-0.9.2+dfsg-1ubuntu0.1']
hrSWInstalledName,['python3-icu-1.9.8-0ubuntu1']
hrSWInstalledName,['python3-idna-2.6-1']
hrSWInstalledName,['python3-lib2to3-3.6.9-1~18.04']
hrSWInstalledName,['python3-louis-3.5.0-1ubuntu0.3']
hrSWInstalledName,['python3-mako-1.0.7+ds1-1']
hrSWInstalledName,['python3-markupsafe-1.0-1build1']
hrSWInstalledName,['python3-minimal-3.6.7-1~18.04']
hrSWInstalledName,['python3-netifaces-0.10.4-0.1build4']
hrSWInstalledName,['python3-pexpect-4.2.1-1']
hrSWInstalledName,['python3-pil-5.1.0-1']
hrSWInstalledName,['python3-pip-9.0.1-2.3~ubuntu1.18.04.5']
hrSWInstalledName,['python3-pkg-resources-39.0.1-2']
hrSWInstalledName,['python3-problem-report-2.20.9-0ubuntu7.6']
hrSWInstalledName,['python3-psutil-5.4.2-1']
hrSWInstalledName,['python3-ptyprocess-0.5.2-1']
hrSWInstalledName,['python3-pyatspi-2.26.0+dfsg-1']
hrSWInstalledName,['python3-pycurl-7.43.0.1-0.2']
hrSWInstalledName,['python3-reportlab-3.4.0-3build1']
hrSWInstalledName,['python3-reportlab-accel-3.4.0-3build1']
hrSWInstalledName,['python3-requests-2.18.4-2ubuntu0.1']
hrSWInstalledName,['python3-requests-unixsocket-0.1.5-3']
hrSWInstalledName,['python3-setproctitle-1.1.10-1build2']
hrSWInstalledName,['python3-setuptools-39.0.1-2']
hrSWInstalledName,['python3-six-1.11.0-2']
hrSWInstalledName,['python3-speechd-0.8.8-1ubuntu1']
hrSWInstalledName,['python3-systemd-234-1build1']
hrSWInstalledName,['python3-uno-1:6.0.7-0ubuntu0.18.04.7']
hrSWInstalledName,['python3-urllib3-1.22-1ubuntu0.18.04.1']
hrSWInstalledName,['python3-xapp-1.6.0']
hrSWInstalledName,['python3-xdg-0.25-4ubuntu1']
hrSWInstalledName,['python3-xkit-0.5.0ubuntu2']
hrSWInstalledName,['python3-yaml-3.12-1build2']
hrSWInstalledName,['python3.6-3.6.9-1~18.04ubuntu1.6']
hrSWInstalledName,['python3.6-dev-3.6.9-1~18.04ubuntu1.6']
hrSWInstalledName,['python3.6-minimal-3.6.9-1~18.04ubuntu1.6']
hrSWInstalledName,['qpdf-8.0.2-3']
hrSWInstalledName,['qt5-gtk-platformtheme-5.9.5+dfsg-0ubuntu2.1']
hrSWInstalledName,['qt5-style-plugins-5.0.0+git23.g335dbec-2build5']
hrSWInstalledName,['qt5ct-0.34-1build2']
hrSWInstalledName,['qttranslations5-l10n-5.9.5-0ubuntu1']
hrSWInstalledName,['rarian-compat-0.8.1-6build1']
hrSWInstalledName,['rdate-1:1.2-6']
hrSWInstalledName,['readline-common-7.0-3']
hrSWInstalledName,['redshift-1.11-1ubuntu1mint1']
hrSWInstalledName,['redshift-gtk-1.11-1ubuntu1mint1']
hrSWInstalledName,['reiserfsprogs-1:3.6.27-2']
hrSWInstalledName,['rename-0.20-7']
hrSWInstalledName,['rfkill-2.31.1-0.4ubuntu3.3']
hrSWInstalledName,['rhythmbox-3.4.2-4ubuntu1']
hrSWInstalledName,['rhythmbox-data-3.4.2-4ubuntu1']
hrSWInstalledName,['rhythmbox-plugin-tray-icon-2016.11.23.2']
hrSWInstalledName,['rhythmbox-plugins-3.4.2-4ubuntu1']
hrSWInstalledName,['rsync-3.1.2-2.1ubuntu1']
hrSWInstalledName,['rsyslog-8.32.0-1ubuntu4']
hrSWInstalledName,['rtkit-0.11-6']
hrSWInstalledName,['samba-common-2:4.7.6+dfsg~ubuntu-0ubuntu2.11']
hrSWInstalledName,['samba-common-bin-2:4.7.6+dfsg~ubuntu-0ubuntu2.11']
hrSWInstalledName,['samba-libs-2:4.7.6+dfsg~ubuntu-0ubuntu2.11']
hrSWInstalledName,['sane-utils-1.0.27-1~experimental3ubuntu2']
hrSWInstalledName,['sbsigntool-0.6-3.2ubuntu2']
hrSWInstalledName,['scrollkeeper-0.8.1-6build1']
hrSWInstalledName,['seahorse-3.20.0-5']
hrSWInstalledName,['secureboot-db-1.4~ubuntu0.18.04.1']
hrSWInstalledName,['sed-4.4-2']
hrSWInstalledName,['sensible-utils-0.0.12']
hrSWInstalledName,['session-migration-0.3.3']
